Athlete,Profile Link 1,Profile Link 2,event,time,,,,position,,,,venue,meeting,date,venue-link,category
Steven O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=1212,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=1212,5K,15:45,,,,20,,,,Edinburgh,Self Transcendence 5K (inc Scottish Championships),11 May 11,http://powerof10.info/results/results.aspx?meetingid=50258&event=5K&venue=Edinburgh&date=11-May-11,SEN
Steven O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=1212,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=1212,5K,16:21,,,,1,,,,Edinburgh,Self Transcendence Edinburgh 5K,1 Jun 11,http://powerof10.info/results/results.aspx?meetingid=50254&event=5K&venue=Edinburgh&date=1-Jun-11,SEN
Steven O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=1212,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=1212,5KL,16:55,,,,4,L3,,,Livingston,Scottish Athletics 6 Stage Road Relay Short Legs,3 Apr 11,http://powerof10.info/results/results.aspx?meetingid=48037&event=5KL&venue=Livingston&date=3-Apr-11,SEN
Steven O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=1212,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=1212,parkrun,16:18,,,,3,,,,Edinburgh Silverknowes,Edinburgh parkrun # 71,26 Mar 11,http://powerof10.info/results/results.aspx?meetingid=44757&event=parkrun&venue=Edinburgh+Silverknowes&date=26-Mar-11,SEN
Steven O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=1212,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=1212,4M,20:44,,,,9,,,,Edinburgh,Portobello Promathon 4M,1 Jan 11,http://powerof10.info/results/results.aspx?meetingid=48003&event=4M&venue=Edinburgh&date=1-Jan-11,SEN
Steven O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=1212,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=1212,4.8ML,26:39,,,,5,L2,,,Ballieston,Allan Scally Road Relays (Inc Scottish University Championships),29 Oct 11,http://powerof10.info/results/results.aspx?meetingid=57914&event=4.8ML&venue=Ballieston&date=29-Oct-11,SEN
Steven O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=1212,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=1212,5M,26:38,,,,6,,,,Edinburgh,Corstorphine 5,8 Jun 11,http://powerof10.info/results/results.aspx?meetingid=52850&event=5M&venue=Edinburgh&date=8-Jun-11,SEN
Steven O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=1212,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=1212,SHORT5M,24:06,,,,3,,,,Fife,Black Rock 5,1 Jul 11,http://powerof10.info/results/results.aspx?meetingid=53612&event=SHORT5M&venue=Fife&date=1-Jul-11,SEN
Steven O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=1212,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=1212,ZXC,14:53,,,,93,,,,Glasgow,Scottish National 4K Championships,5 Nov 11,http://powerof10.info/results/results.aspx?meetingid=56941&event=ZXC&venue=Glasgow&date=5-Nov-11,SEN
Steven O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=1212,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=1212,ZXC,33:29,,,,32,,,,Stirling University,East District League,15 Oct 11,http://powerof10.info/results/results.aspx?meetingid=55602&event=ZXC&venue=Stirling+University&date=15-Oct-11,SEN
Steven O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=1212,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=1212,ZXC,34:14,,,,23,,,,Aberdeen,Scottish East District Championships,10 Dec 11,http://powerof10.info/results/results.aspx?meetingid=55599&event=ZXC&venue=Aberdeen&date=10-Dec-11,SEN
Steven O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=1212,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=1212,ZXC,34:38,,,,21,,,,Livingston (Deans),East District League,20 Nov 11,http://powerof10.info/results/results.aspx?meetingid=55601&event=ZXC&venue=Livingston+(Deans)&date=20-Nov-11,SEN
Steven O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=1212,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=1212,ZXC,36:06,,,,21,,,10,Livingston,Scottish East District Champs (inc East District League),15 Jan 11,http://powerof10.info/results/results.aspx?meetingid=41432&event=ZXC&venue=Livingston&date=15-Jan-11,SEN
Steven O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=1212,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=1212,ZXCL,13:10,,,,9,L2,,,Dundee,Scottish East District Relay Championships,8 Oct 11,http://powerof10.info/results/results.aspx?meetingid=55608&event=ZXCL&venue=Dundee&date=8-Oct-11,SEN
Steven O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=1212,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=1212,1500,4:12.31,,,,1,B,,,Grangemouth,Scottish Athletics League Division 2,29 Aug 10,http://powerof10.info/results/results.aspx?meetingid=36230&event=1500&venue=Grangemouth&date=29-Aug-10,SEN
Steven O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=1212,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=1212,5000,16:42.61,,,,1,B,,,Aberdeen,Scottish Athletics League Division 2,18 Apr 10,http://powerof10.info/results/results.aspx?meetingid=36228&event=5000&venue=Aberdeen&date=18-Apr-10,SEN
Steven O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=1212,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=1212,parkrun,16:32,,,,2,,,,Edinburgh Silverknowes,Edinburgh parkrun # 28 (Short course),8 May 10,http://powerof10.info/results/results.aspx?meetingid=33160&event=parkrun&venue=Edinburgh+Silverknowes&date=8-May-10,SEN
Steven O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=1212,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=1212,6M,32:39,,,,4,,,,Balerno,Rigg Race,24 May 10,http://powerof10.info/results/results.aspx?meetingid=38512&event=6M&venue=Balerno&date=24-May-10,SEN
Steven O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=1212,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=1212,10K,35:13,,,,36,,,,Glasgow,Jim Dingwall Memorial 10K,28 Mar 10,http://powerof10.info/results/results.aspx?meetingid=35188&event=10K&venue=Glasgow&date=28-Mar-10,SEN
Steven O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=1212,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=1212,ZXC,30:20,,,,15,,,,Stirling,Scottish East District League,16 Oct 10,http://powerof10.info/results/results.aspx?meetingid=41708&event=ZXC&venue=Stirling&date=16-Oct-10,SEN
Steven O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=1212,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=1212,ZXC,30:31,,,,22,,,,Broxburn Acedemy,Scottish East District League,20 Nov 10,http://powerof10.info/results/results.aspx?meetingid=41111&event=ZXC&venue=Broxburn+Acedemy&date=20-Nov-10,SEN
Steven O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=1212,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=1212,parkrun,16:38,,,,7,,,,Edinburgh Silverknowes,Edinburgh parkrun # 9 (Short course),12 Dec 09,http://powerof10.info/results/results.aspx?meetingid=30088&event=parkrun&venue=Edinburgh+Silverknowes&date=12-Dec-09,SEN
Steven O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=1212,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=1212,800,2:00.96,,,,,,,,Grangemouth,Falkirk Open Meeting,2 Aug 06,http://powerof10.info/results/results.aspx?meetingid=2753&event=800&venue=Grangemouth&date=2-Aug-06,SEN
Steven O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=1212,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=1212,1500,4:04.83,,,,7h2,ht,,,Glasgow (S),Sunday Mail Scottish Championships,12 Aug 06,http://powerof10.info/results/results.aspx?meetingid=2888&event=1500&venue=Glasgow+(S)&date=12-Aug-06,SEN
Steven O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=1212,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=1212,1500,4:07.1,,,,6,,,,Linwood,Scottish Men's League Division 1,20 Aug 06,http://powerof10.info/results/results.aspx?meetingid=2993&event=1500&venue=Linwood&date=20-Aug-06,SEN
Steven O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=1212,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=1212,5M,25:45,,,,3,,,,Edinburgh,Edinburgh University King's Building 5,25 Feb 06,http://powerof10.info/results/results.aspx?meetingid=659&event=5M&venue=Edinburgh&date=25-Feb-06,SEN
Steven O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=1212,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=1212,5000,15:42.1,,,,2,,,,Wishaw,Division Two Wishaw,18 Apr 04,http://powerof10.info/results/results.aspx?meetingid=0&event=5000&venue=Wishaw&date=18-Apr-04,U23
Steven O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=1212,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=1212,5M,25:03,,,,1,,,,Edinburgh,KING'S BUILDING 5 Edinburgh,28 Feb 04,http://powerof10.info/results/results.aspx?meetingid=0&event=5M&venue=Edinburgh&date=28-Feb-04,U23
Steven O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=1212,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=1212,800,1:57.6,,,,3,h1,,,Coatbridge,SHETTLESTON H OPEN COATBRIDGE,26 Aug 03,http://powerof10.info/results/results.aspx?meetingid=0&event=800&venue=Coatbridge&date=26-Aug-03,U23
Steven O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=1212,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=1212,1500,4:01.94,,,,4,,,,Grangemouth,FALKIRK OPEN Grangemouth,3 Sep 03,http://powerof10.info/results/results.aspx?meetingid=0&event=1500&venue=Grangemouth&date=3-Sep-03,U23
Steven O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=1212,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=1212,1500,4:04.5,,,,1,h1,,,Coatbridge,|SHETTLESTON OPEN Coatbridge, nr Glasgow|,2 Sep 03,http://powerof10.info/results/results.aspx?meetingid=0&event=1500&venue=Coatbridge&date=2-Sep-03,U23
Steven O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=1212,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=1212,1500,4:04.85,,,,4,B,,,Glasgow (S),BMC Grand Prix,30 Aug 03,http://powerof10.info/results/results.aspx?meetingid=61&event=1500&venue=Glasgow+(S)&date=30-Aug-03,U23
Steven O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=1212,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=1212,3000,8:59.7,,,,4,,,,Grangemouth,CENTRAL AND SOUTHERN SCOTLAND LEAGUE D1 GRANGEMOUTH,17 Aug 03,http://powerof10.info/results/results.aspx?meetingid=0&event=3000&venue=Grangemouth&date=17-Aug-03,U23
Steven O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=1212,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=1212,800,1:58.9,,,,4,,,,Coatbridge,D2 Coatbridge,28 Apr 02,http://powerof10.info/results/results.aspx?meetingid=0&event=800&venue=Coatbridge&date=28-Apr-02,U23
Steven O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=1212,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=1212,800,1:59.5,,,,4,,,,Grangemouth,D2 Grangemouth,2 Jun 02,http://powerof10.info/results/results.aspx?meetingid=0&event=800&venue=Grangemouth&date=2-Jun-02,U23
Steven O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=1212,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=1212,800,1:58.5,,,,5,,,,Coatbridge,-,18 Jun 00,http://powerof10.info/results/results.aspx?meetingid=18745&event=800&venue=Coatbridge&date=18-Jun-00,U20
Steven O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=1212,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=1212,800,1:59.3,,,,2,,,,Dumfries,Division Two Dumfries,30 Jul 00,http://powerof10.info/results/results.aspx?meetingid=0&event=800&venue=Dumfries&date=30-Jul-00,U20
Steven O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=1212,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=1212,800,1:59.86,,,,6,,,,Grangemouth,BANK OF SCOTLAND SCOTTISH,25 Jun 00,http://powerof10.info/results/results.aspx?meetingid=0&event=800&venue=Grangemouth&date=25-Jun-00,U20
Steven O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=1212,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=1212,1500,4:02.7,,,,6,,,,Glasgow (S),SCOTTISH LEAGUE Division One Scotstoun,16 Jul 00,http://powerof10.info/results/results.aspx?meetingid=0&event=1500&venue=Glasgow+(S)&date=16-Jul-00,U20
Steven O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=1212,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=1212,1500,4:10.5,,,,4,,,,Grangemouth,BRITISH AEROSPACE SCOTTISH SCHOOLS' CHAMPIONSHIPS Grangemouth,16 Jun 00,http://powerof10.info/results/results.aspx?meetingid=0&event=1500&venue=Grangemouth&date=16-Jun-00,U20
Steven O'Brien,http://powerof10.info/athletes/profile.aspx?athleteid=1212,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=1212,800,2:08.0,,,,3,,,,Glasgow,-,28 Aug 96,http://powerof10.info/results/results.aspx?meetingid=0&event=800&venue=Glasgow&date=28-Aug-96,U15
Moray Anderson,http://powerof10.info/athletes/profile.aspx?athleteid=4787,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=4787,1ML,4:55,,,,3,L2,,,Edinburgh,Self Transcendence Relay (3 x 1),27 Jul 16,http://powerof10.info/results/results.aspx?meetingid=176861&event=1ML&venue=Edinburgh&date=27-Jul-16,V35
Moray Anderson,http://powerof10.info/athletes/profile.aspx?athleteid=4787,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=4787,4KXC,13:58,,,,100,,,5,Renfrew,Scottish National Short Course Championships,5 Nov 16,http://powerof10.info/results/results.aspx?meetingid=181300&event=4KXC&venue=Renfrew&date=5-Nov-16,V35
Moray Anderson,http://powerof10.info/athletes/profile.aspx?athleteid=4787,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=4787,4KXCL,13:17,,,,33,L1,,1,Cumbernauld,Scottish National Relay Championships,22 Oct 16,http://powerof10.info/results/results.aspx?meetingid=181299&event=4KXCL&venue=Cumbernauld&date=22-Oct-16,V35
Moray Anderson,http://powerof10.info/athletes/profile.aspx?athleteid=4787,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=4787,4KXCL,13:39,,,,13,L2,,1,Livingston,Scottish East District Relay Championships,8 Oct 16,http://powerof10.info/results/results.aspx?meetingid=181297&event=4KXCL&venue=Livingston&date=8-Oct-16,V35
Moray Anderson,http://powerof10.info/athletes/profile.aspx?athleteid=4787,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=4787,3.1ML,16:58,,,,19,L1,,,Livingston,Scottish 6 Stage Road Relays,3 Apr 16,http://powerof10.info/results/results.aspx?meetingid=166887&event=3.1ML&venue=Livingston&date=3-Apr-16,V35
Moray Anderson,http://powerof10.info/athletes/profile.aspx?athleteid=4787,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=4787,3.165ML,17:09,,,,26,L6,,,Sutton Coldfield,ERRA National Men's 12-Stage Relays,16 Apr 16,http://powerof10.info/results/results.aspx?meetingid=163661&event=3.165ML&venue=Sutton+Coldfield&date=16-Apr-16,V35
Moray Anderson,http://powerof10.info/athletes/profile.aspx?athleteid=4787,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=4787,9.7KXC,33:43,,,,38,,,3,Aberdeen,Scottish East District Championships,3 Dec 16,http://powerof10.info/results/results.aspx?meetingid=181309&event=9.7KXC&venue=Aberdeen&date=3-Dec-16,V35
Moray Anderson,http://powerof10.info/athletes/profile.aspx?athleteid=4787,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=4787,12KXC,49:52,,,,195,,,,Callendar Park,Scottish National Championships,27 Feb 16,http://powerof10.info/results/results.aspx?meetingid=148132&event=12KXC&venue=Callendar+Park&date=27-Feb-16,V35
Moray Anderson,http://powerof10.info/athletes/profile.aspx?athleteid=4787,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=4787,2M,9:57,,,,2,,,,Edinburgh,Self Transcendence 2,15 Jul 15,http://powerof10.info/results/results.aspx?meetingid=144042&event=2M&venue=Edinburgh&date=15-Jul-15,V35
Moray Anderson,http://powerof10.info/athletes/profile.aspx?athleteid=4787,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=4787,4KXCL,14:22,,,,14,L4,,,Peebles,Scottish East District Relay Championships,11 Oct 15,http://powerof10.info/results/results.aspx?meetingid=148128&event=4KXCL&venue=Peebles&date=11-Oct-15,V35
Moray Anderson,http://powerof10.info/athletes/profile.aspx?athleteid=4787,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=4787,3.1ML,15:50,,,,2,L1,,,Livingston,Scottish Relay Championships,29 Mar 15,http://powerof10.info/results/results.aspx?meetingid=128189&event=3.1ML&venue=Livingston&date=29-Mar-15,V35
Moray Anderson,http://powerof10.info/athletes/profile.aspx?athleteid=4787,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=4787,5M,27:06,,,,11,,,,Edinburgh,Kings Buildings 5,7 Mar 15,http://powerof10.info/results/results.aspx?meetingid=128181&event=5M&venue=Edinburgh&date=7-Mar-15,V35
Moray Anderson,http://powerof10.info/athletes/profile.aspx?athleteid=4787,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=4787,8.96KL,29:00,,,,19,L3,,,Sutton Coldfield,ERRA National Men's 12-Stage Relays,11 Apr 15,http://powerof10.info/results/results.aspx?meetingid=123888&event=8.96KL&venue=Sutton+Coldfield&date=11-Apr-15,V35
Moray Anderson,http://powerof10.info/athletes/profile.aspx?athleteid=4787,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=4787,Mar,2:29:19,,,2:29:02,65,,,,London,Virgin London Marathon,26 Apr 15,http://powerof10.info/results/results.aspx?meetingid=137260&event=Mar&venue=London&date=26-Apr-15,V35
Moray Anderson,http://powerof10.info/athletes/profile.aspx?athleteid=4787,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=4787,ZXC,29:56,,,,22,,,,Broxburn,Scottish East District League,17 Jan 15,http://powerof10.info/results/results.aspx?meetingid=120057&event=ZXC&venue=Broxburn&date=17-Jan-15,V35
Moray Anderson,http://powerof10.info/athletes/profile.aspx?athleteid=4787,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=4787,ZXC,42:31,,,,38,,,,Falkirk,Scottish National Championships,22 Feb 15,http://powerof10.info/results/results.aspx?meetingid=118197&event=ZXC&venue=Falkirk&date=22-Feb-15,V35
Moray Anderson,http://powerof10.info/athletes/profile.aspx?athleteid=4787,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=4787,4KXC,13:40,,,,53,,,,Glasgow,Scottish National Short Course XC Championships,9 Nov 14,http://powerof10.info/results/results.aspx?meetingid=118187&event=4KXC&venue=Glasgow&date=9-Nov-14,V35
Moray Anderson,http://powerof10.info/athletes/profile.aspx?athleteid=4787,http://www.runbritainrankings.com/runners/profile.aspx?athleteid=4787,4KXCL,14:03,,,,7,L2,,,Peebles,Scottish East District Relay Championships,12 Oct 14,http://powerof10.info/results/results.aspx?meetingid=118182&event=4KXCL&venue=Peebles&date=12-Oct-14,V35
